OS,Casuistica,Fecha,Observacion
122106956,ejecutado,,
122274026,brigada pesada,,
-28666611,brigada pesada,,
-28666617,brigada pesada,,
122296916,brigada pesada,,
122278297,ejecutado,29/1/2025,
-28666983,canasta,,
-28667008,canasta,,
122282695,brigada pesada,,
122292084,ejecutado,,
122284600,brigada pesada,,
122280794,ejecutado,,
-28666674,canasta,,
-28666697,ejecutado,,
122296498,especial,,
122296694,ejecutado,,
122288498,brigada pesada,,
122296834,brigada pesada,,
122283815,ejecutado,,
122287081,ejecutado,,
122291406,ejecutado,,
122278366,brigada pesada,,
-28667002,ejecutado,,
-28666860,brigada pesada,,
-28666699,ejecutado,,
122291159,ejecutado,,
-28666556,canasta,,
-28666568,canasta,,
122289609,especial,,
122281876,ejecutado,,
-28667003,brigada pesada,,
-28666598,brigada pesada,,
-28666601,brigada pesada,,
-28666981,canasta,,
122311038,ejecutado,,
122310738,ejecutado,,
122310244,ejecutado,,
122311292,ejecutado,,
122311554,ejecutado,,
122296776,ejecutado,,
122278261,brigada pesada,,
122291957,ejecutado,,
-28666859,caja concentradora,,
122292265,canasta,,
122291064,canasta,,
-28666980,canasta,,
-28667010,brigada pesada,,
121897844,brigada pesada,,
122297290,canasta,,
122291519,especial,,
122306074,brigada pesada,,
122306095,brigada pesada,30/1/2025,
122361904,ejecutado,,
122360256,canasta,,
-28666603,primaria,,
122361403,ejecutado,,
122358166,brigada pesada,,
122356706,canasta,,
122310892,canasta,,
122316407,brigada pesada,,
122297206,brigada pesada,,
122356996,ejecutado,,
122362543,ejecutado,,
122354168,canasta,,
122311805,brigada pesada,,
122360304,ejecutado,,
122341710,caja concentradora,,
122297528,ejecutado,,
122334891,canasta,,
122307212,ejecutado,,
122300468,especial,,
122367612,ejecutado,,
122367669,ejecutado,,
122367745,ejecutado,,
122367780,ejecutado,,
122367950,ejecutado,,
122368000,ejecutado,,
122368061,ejecutado,,
122368138,ejecutado,,
122368216,ejecutado,,
122368249,ejecutado,,
122343817,canasta,,
122355552,ejecutado,,
122361405,canasta,,
122372357,ejecutado,,
122362746,ejecutado,,
122314508,canasta,,
-28667497,ejecutado,,
-28667499,ejecutado,,
-28667498,ejecutado,,
-28667500,ejecutado,,
122356705,canasta,,
122381700,ejecutado,,
122374612,brigada pesada,,
122379840,brigada pesada,,
122382816,brigada pesada,31/1/2025,
122386460,brigada pesada,,
122382564,ejecutado,,
122363756,brigada pesada,,
122365724,brigada pesada,,
122374835,especial,,
122371061,especial,,
122363402,ejecutado,,
122279344,ejecutado,,
122378833,canasta,,
-28666623,canasta,,
122375514,brigada pesada,,
122367760,brigada pesada,,
122374006,ejecutado,,
122380854,brigada pesada,,
122369289,canasta,,
122381242,especial,,
122370094,ejecutado,,
122373927,brigada pesada,,
122372182,especial,,
122381456,ejecutado,,
122368463,ejecutado,,
122380561,ejecutado,,
122379230,canasta,,
122381596,brigada pesada,,
122372727,ejecutado,,
122374527,brigada pesada,,
122382565,brigada pesada,,
-28666319,canasta,,
122336290,ejecutado,,
122366225,ejecutado,,
122363347,brigada pesada,,
122372166,canasta,,
122367396,brigada pesada,,
122281756,brigada pesada,,
122383052,brigada pesada,,
122375990,brigada pesada,,
122396606,especial,,
122441086,brigada pesada,,
122433268,brigada pesada,1/2/2025,
122433189,brigada pesada,,
122390712,ejecutado,,
122390131,brigada pesada,,
122395532,ejecutado,,
122389585,ejecutado,,
122393311,brigada pesada,,
122388171,brigada pesada,,
122387583,ejecutado,,
122388032,ejecutado,,
-28667588,canasta,,
-28666984,canasta,,
-28667707,canasta,,
122198324,ejecutado,,
122389720,ejecutado,,
122430538,brigada pesada,,
122441604,brigada pesada,,
122439746,brigada pesada,,
122433317,ejecutado,,
122366988,canasta,,
122432212,brigada pesada,,
122390632,ejecutado,,
122390675,brigada pesada,,
122440610,canasta,,
122387200,brigada pesada,,
122398183,canasta,,
122390065,ejecutado,,
122386803,ejecutado,,
122387907,brigada pesada,,
-28667710,ejecutado,,
122411958,ejecutado,,
122336253,ejecutado,,
122377107,ejecutado,,
122390061,ejecutado,,
122389916,canasta,,
122389716,brigada pesada,,
122395063,ejecutado,,
122390669,especial,,
122432240,ejecutado,,
122433344,ejecutado,,
122352061,canasta,,
122466511,brigada pesada,,
122464939,ejecutado,,
122473259,ejecutado,,
122542085,ejecutado,3/2/2025,
122540578,ejecutado,,
122541336,canasta,,
122541354,canasta,,
122391449,ejecutado,,
122457754,ejecutado,,
122457740,ejecutado,,
122474730,canasta,,
122540776,especial,,
122467597,brigada pesada,,
122540972,ejecutado,,
122542241,especial,,
122542324,brigada pesada,,
122541383,ejecutado,,
122457926,ejecutado,,
122457831,ejecutado,,
122475661,ejecutado,,
122476116,brigada pesada,,
122441040,ejecutado,,
122542325,brigada pesada,,
122460904,brigada pesada,,
122437144,ejecutado,,
122438624,ejecutado,,
122607892,especial,,
122616650,brigada pesada,,
122626115,ejecutado,,
122627469,brigada pesada,4/2/2025,
122617449,brigada pesada,,
122609726,brigada pesada,,
122607652,brigada pesada,,
122622397,especial,,
122614704,canasta,,
122625957,ejecutado,,
122622466,ejecutado,,
122621836,ejecutado,,
122627733,brigada pesada,,
122603128,ejecutado,,
122611551,especial,,
122664870,especial,,
122625482,especial,,
-28667576,brigada pesada,,
122614425,ejecutado,,
122621367,ejecutado,,
-28659137,brigada pesada,,
122271770,canasta,,
121990962,canasta,,
122627621,ejecutado,,
122703473,ejecutado,,
122703619,ejecutado,,
122704862,ejecutado,,
122704962,ejecutado,,
122705023,ejecutado,,
122705074,ejecutado,,
122705106,ejecutado,,
122705161,ejecutado,,
122705190,ejecutado,,
122712765,canasta,,
122373456,especial,,
-28667885,brigada pesada,,
122623048,canasta,,
122661231,canasta,5/2/2025,
122663818,ejecutado,,
122627941,brigada pesada,,
122607090,brigada pesada,,
122667139,canasta,,
122706265,brigada pesada,,
122706337,especial,,
122667628,canasta,,
122665526,canasta,,
122621693,ejecutado,,
122705272,ejecutado,,
122705554,brigada pesada,,
122708347,ejecutado,,
122705275,canasta,,
122704333,canasta,,
122704986,brigada pesada,,
122661855,brigada pesada,,
122628005,ejecutado,,
122705907,ejecutado,,
122662146,ejecutado,,
122608280,ejecutado,,
122104001,canasta,,
122705424,brigada pesada,,
122794166,ejecutado,,
122794224,ejecutado,,
122794321,ejecutado,,
122794479,ejecutado,,
122794591,ejecutado,,
122794513,ejecutado,,
-28667011,canasta,,
-28668122,brigada pesada,,
122787631,caja concentradora,,
122803794,caja concentradora,,
122799862,caja concentradora,,
122802714,caja concentradora,,
122789252,brigada pesada,,
122715561,canasta,,
122790894,ejecutado,,
122789168,brigada pesada,6/2/2025,
122799686,ejecutado,,
122796882,ejecutado,,
122793054,brigada pesada,,
122793320,brigada pesada,,
122791909,canasta,,
122788656,brigada pesada,,
122802722,canasta,,
122806033,brigada pesada,,
122806100,canasta,,
122796737,brigada pesada,,
122796791,ejecutado,,
122790797,brigada pesada,,
122061131,caja concentradora,,
122786055,ejecutado,,
122797540,ejecutado,,
122804555,canasta,,
122788673,canasta,,
122802519,ejecutado,,
122795589,ejecutado,,
122716937,ejecutado,,
122805893,ejecutado,,
122785550,especial,,
122800427,canasta,,
122786042,ejecutado,,
122792404,ejecutado,,
122784908,canasta,,
122795869,ejecutado,,
122796498,brigada pesada,,
122800670,brigada pesada,,
122787674,canasta,,
122803793,ejecutado,,
122796566,ejecutado,,
122805147,brigada pesada,,
122798957,canasta,,
122788696,brigada pesada,,
122796491,ejecutado,,
122793474,canasta,,
122799076,canasta,,
122797225,ejecutado,,
122806140,canasta,,
122716093,brigada pesada,,
122788683,canasta,,
122802901,ejecutado,,
122791473,ejecutado,,
122793281,brigada pesada,,
122786593,brigada pesada,,
122796085,brigada pesada,,
-28663324,canasta,,
-28667592,brigada pesada,,
122790111,brigada pesada,,
122803825,brigada pesada,,
-28668663,canasta,,
-28668665,canasta,,
-28668667,canasta,,
-28668669,canasta,,
-28668407,caja concentradora,,
-28665047,ejecutado,,
-28668414,brigada pesada,,
-28668410,brigada pesada,,
122140153,no programar,,
122704276,no programar,,
122787087,no programar,,
121965374,no programar,7/2/2025,
122414093,no programar,,
122877091,no programar,,
122297395,no programar,,
121780722,no programar,,
122370984,no programar,,
121480758,no programar,,
122390410,no programar,,
121487465,no programar,,
122198149,no programar,,
122276391,no programar,,
122801659,no programar,,
121477259,no programar,,
121996738,no programar,,
122614954,no programar,,
122906091,no programar,,
122906129,no programar,,
122800487,no programar,,
122871124,ejecutado,,
122885088,especial,,
122901256,ejecutado,,
122911543,canasta,,
122911719,canasta,,
122901864,brigada pesada,,
122869328,brigada pesada,,
122911147,ejecutado,,
122870071,ejecutado,,
-28668666,brigada pesada,,
122901632,ejecutado,,
122905890,brigada pesada,,
122871348,brigada pesada,,
122900260,brigada pesada,,
122904846,canasta,,
122911560,brigada pesada,,
122873861,ejecutado,,
122905759,ejecutado,,
122903967,canasta,,
122871529,canasta,,
122908773,canasta,,
122911835,brigada pesada,,
122912100,brigada pesada,,
122875546,canasta,,
122870018,canasta,,
122807541,canasta,,
122869986,ejecutado,,
122806818,brigada pesada,,
122912160,ejecutado,,
122870162,ejecutado,,
122918422,ejecutado,,
122916952,ejecutado,,
122916642,ejecutado,,
122916790,ejecutado,,
122916670,ejecutado,,
122916740,ejecutado,,
122916907,ejecutado,,
122911358,canasta,,
-28668412,canasta,,
122911489,ejecutado,,
122921342,especial,8/2/2025,
122906257,ejecutado,,
122914248,brigada pesada,,
122930094,ejecutado,,
122923132,ejecutado,,
122915196,ejecutado,,
122875143,canasta,,
122922003,canasta,,
122914846,ejecutado,,
122916251,ejecutado,,
122806778,canasta,,
122924611,canasta,,
122925038,brigada pesada,,
122912551,canasta,,
122935907,brigada pesada,,
122935648,brigada pesada,,
122800365,canasta,,
122874560,canasta,,
122916496,especial,,
122874117,ejecutado,,
122917810,brigada pesada,,
122915555,especial,,
122919128,ejecutado,,
122934141,canasta,,
122922405,brigada pesada,,
122933432,ejecutado,,
122910682,ejecutado,,
122908197,brigada pesada,,
122913470,brigada pesada,,
122928992,ejecutado,,
122935069,ejecutado,,
122917792,brigada pesada,,
122924127,brigada pesada,,
122917155,brigada pesada,,
122936224,canasta,,
122941305,canasta,,
122938641,canasta,,
-28669009,caja concentradora,,
-28669014,caja concentradora,,
-28669013,caja concentradora,,
-28669011,caja concentradora,,
123005338,ejecutado,,
123006662,especial,,
122937525,brigada pesada,,
123004864,ejecutado,10/2/2025,
123005746,canasta,,
123005037,brigada pesada,,
123004989,ejecutado,,
123004904,ejecutado,,
122936778,ejecutado,,
122793067,ejecutado,,
122937325,especial,,
123004828,ejecutado,,
-28669096,canasta,,
-28668949,canasta,,
123006653,brigada pesada,,
122940533,canasta,,
123006240,brigada pesada,,
123004958,ejecutado,,
123004855,ejecutado,,
122896610,brigada pesada,,
123005008,brigada pesada,,
-28669012,canasta,,
-28667892,canasta,,
-28667888,canasta,,
-28667887,canasta,,
-28667584,brigada pesada,,
122941059,ejecutado,,
122937319,canasta,,
122923850,brigada pesada,,
123005894,canasta,,
122920507,brigada pesada,,
123079119,ejecutado,,
123079053,ejecutado,,
123079195,ejecutado,,
123079147,ejecutado,,
123079275,ejecutado,,
123073644,canasta,,
123086448,ejecutado,,
123089390,canasta,,
123089389,ejecutado,11/2/2025,
123078805,canasta,,
123083018,primaria,,
123088694,brigada pesada,,
123083532,brigada pesada,,
123089518,brigada pesada,,
123074012,ejecutado,,
123008092,especial,,
123085949,especial,,
123088966,canasta,,
-28669661,brigada pesada,,
123073259,canasta,,
123084766,brigada pesada,,
-28668113,canasta,,
123083368,brigada pesada,,
123087233,ejecutado,,
123076366,brigada pesada,,
123081037,brigada pesada,,
123082414,brigada pesada,,
123079727,brigada pesada,,
123080182,ejecutado,,
122800239,canasta,,
123075436,especial,,
123008211,especial,,
122919503,caja concentradora,,
122606572,caja concentradora,,
122605833,caja concentradora,,
122356383,caja concentradora,,
122103255,caja concentradora,,
123089064,canasta,,
123085629,especial,,
123080773,ejecutado,,
-28669098,brigada pesada,,
-28669099,brigada pesada,,
123007251,canasta,,
122378270,brigada pesada,,
121477263,brigada pesada,,
122196964,brigada pesada,,
123083127,ejecutado,,
122667578,brigada pesada,,
123077489,brigada pesada,,
123007694,ejecutado,,
123007686,canasta,,
123164298,ejecutado,,
123164351,ejecutado,,
123164320,ejecutado,,
123164256,ejecutado,,
123164516,ejecutado,,
123165577,caja concentradora,,
123164915,caja concentradora,,
123161486,caja concentradora,,
123156746,caja concentradora,,
123164828,caja concentradora,,
123168069,caja concentradora,,
123169879,caja concentradora,,
123168276,especial,,
123164541,ejecutado,,
123156278,brigada pesada,,
123163941,ejecutado,12/2/2025,
123163803,brigada pesada,,
123154753,ejecutado,,
123162174,canasta,,
123162944,ejecutado,,
123087054,brigada pesada,,
123164345,brigada pesada,,
123165184,ejecutado,,
123164325,brigada pesada,,
123162949,brigada pesada,,
123160286,brigada pesada,,
123155230,canasta,,
123164158,canasta,,
123090647,brigada pesada,,
123168068,canasta,,
123156301,canasta,,
123158058,canasta,,
123155234,especial,,
123008379,canasta,,
123159788,brigada pesada,,
123163549,brigada pesada,,
123157305,canasta,,
123158239,brigada pesada,,
123171128,brigada pesada,,
123166854,ejecutado,,
123170169,ejecutado,,
123158208,brigada pesada,,
123154820,brigada pesada,,
123141698,brigada pesada,,
123157102,brigada pesada,,
123154937,brigada pesada,,
123086551,especial,,
-28669767,brigada pesada,,
123073619,brigada pesada,,
123171036,ejecutado,,
123238233,ejecutado,,
123163005,ejecutado,,
123237194,especial,,
123248932,canasta,,
123247143,ejecutado,,
123249368,brigada pesada,13/2/2025,
123241751,especial,,
-28669768,canasta,,
123238980,especial,,
123250112,brigada pesada,,
123171991,brigada pesada,,
123159296,canasta,,
123240213,ejecutado,,
123237115,ejecutado,,
123240880,brigada pesada,,
123249415,ejecutado,,
123173140,brigada pesada,,
123162040,ejecutado,,
123160291,ejecutado,,
123240991,canasta,,
123236564,brigada pesada,,
123173025,brigada pesada,,
123249544,ejecutado,,
123170164,ejecutado,,
123083020,ejecutado,,
123249002,brigada pesada,,
123237355,brigada pesada,,
123170810,brigada pesada,,
-28670007,canasta,,
-28670006,canasta,,
-28670009,canasta,,
-28669100,canasta,,
-28668406,brigada pesada,,
123248305,brigada pesada,,
122940931,ejecutado,,
123171127,brigada pesada,,
123245732,canasta,,
123158578,ejecutado,,
123235316,brigada pesada,,
123239758,brigada pesada,,
123249012,ejecutado,,
123173280,ejecutado,,
123238477,ejecutado,,
123246082,especial,,
123250651,canasta,,
123241658,canasta,,
123241214,especial,,
123160333,ejecutado,,
123249223,ejecutado,,
123242451,canasta,,
123247034,brigada pesada,,
123248154,brigada pesada,,
-28669101,brigada pesada,,
123089882,brigada pesada,,
123171682,ejecutado,,
123322387,ejecutado,,
123322783,ejecutado,,
123320961,ejecutado,,
123321696,ejecutado,,
123320714,ejecutado,,
123320675,ejecutado,,
123246986,ejecutado,,
123315426,especial,,
123323120,brigada pesada,,
123323636,canasta,,
123319829,brigada pesada,,
123327444,brigada pesada,,
123250725,especial,,
123327681,canasta,,
123324760,brigada pesada,,
123313159,canasta,,
123317352,canasta,,
123318667,brigada pesada,,
123323480,especial,,
123323002,canasta,,
123312739,canasta,,
-28670176,caja concentradora,,
123317802,especial,,
123410654,primaria,,
123410619,primaria,,
123410672,primaria,,
123397376,especial,,
123409790,brigada pesada,,
123328301,canasta,,
123326636,canasta,,
123402711,brigada pesada,,
123412949,brigada pesada,,
123402806,brigada pesada,,
123426235,brigada pesada,,
123414990,brigada pesada,,
123402051,canasta,,
123420167,brigada pesada,,
123411771,brigada pesada,,
123242627,canasta,,
123165014,caja concentradora,,
123165161,canasta,,
123248933,especial,,
123317165,especial,,
123412413,canasta,,
123420222,especial,,
-28668125,canasta,,
-28669010,canasta,,
123492326,ejecutado,17/2/2025,
123492134,brigada pesada,,
123491801,brigada pesada,,
123492299,ejecutado,,
123491867,ejecutado,,
123421007,brigada pesada,,
123492056,canasta,,
123427213,ejecutado,,
123492365,brigada pesada,,
123492401,ejecutado,,
123492349,canasta,,
123492388,canasta,,
123421382,ejecutado,,
123418791,canasta,,
123327732,especial,,
123427077,brigada pesada,,
123492257,brigada pesada,,
123426838,ejecutado,,
123492320,canasta,,
123415920,ejecutado,,
123492033,Juan Valle,,
123492488,canasta,,
123320347,canasta,,
123492399,canasta,,
123587840,ejecutado,,
123586285,ejecutado,,
123583932,ejecutado,,
123584330,ejecutado,,
123585756,ejecutado,,
123584762,ejecutado,,
123580003,ejecutado,,
123588159,ejecutado,,
123162239,ejecutado,,
123167980,ejecutado,,
123170160,ejecutado,,
122796696,caja concentradora,,
123171447,caja concentradora,,
123576772,brigada pesada,,
123591681,ejecutado,,
123626092,ejecutado,,
123668794,brigada pesada,18/2/2025,
123581642,canasta,,
123669071,ejecutado,,
123567961,brigada pesada,,
123492545,brigada pesada,,
123649889,ejecutado,,
123572103,brigada pesada,,
123416698,ejecutado,,
123572610,canasta,,
123573803,ejecutado,,
-28669662,ejecutado,,
123571163,especial,,
123658983,ejecutado,,
123661979,ejecutado,,
123624619,canasta,,
123580807,brigada pesada,,
123658435,ejecutado,,
123627698,brigada pesada,,
123576732,canasta,,
-28669766,canasta,,
123638341,brigada pesada,,
123669000,especial,,
123579240,ejecutado,,
123626033,brigada pesada,,
123668527,ejecutado,,
123631400,brigada pesada,,
123741965,canasta,,
123744030,brigada pesada,,
123737163,brigada pesada,,
123711395,ejecutado,,
123239749,canasta,,
123740333,ejecutado,,
123739294,especial,,
121472898,brigada pesada,,
-28666982,ejecutado,,
123770685,ejecutado,,
123768760,ejecutado,,
123762810,ejecutado,,
123767584,ejecutado,19/2/2025,
123766020,brigada pesada,,
123736790,brigada pesada,,
123583889,ejecutado,,
123667918,ejecutado,,
123742949,especial,,
